V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2022.8425,2023.9962,2022.8629,2024.134,2025.6415,2023.0743,2023.8173,2022.2874,2022.8033,2022.5087,2027.327,2025.1212,2023.2045,2021.1416
2987.0906,2989.1572,3002.9968,2989.6606,3007.6719,3020.5786,3025.49,3026.2717,3030.334,3023.0286,3023.74,3025.6365,3025.4429,3001.5337
1144.0868,1159.154,1195.6803,1123.482,1168.0846,1180.1287,1181.2771,1158.1415,1173.6064,1162.2164,1177.535,1182.7571,1167.8813,1154.1283
1239.2223,1172.5524,1287.2946,1189.9205,1255.0746,1367.9747,1402.933,1349.6105,1439.6404,1334.2716,1397.2935,1428.42,1421.7665,1408.4814
5878.678,5899.75,5909.8994,5895.6504,5921.0835,5926.4556,5924.4536,5928.8633,5906.284,5914.027,5918.7163,5906.347,5897.975,5889.4165
3046.5317,3035.6934,3006.875,3055.7993,3043.7168,3038.525,3044.101,3063.7017,3073.4663,3069.1953,3073.1216,3096.9626,3136.021,3167.0776
5167.1045,5141.529,5708.993,5223.3,5098.997,5042.1206,5377.7695,4976.4785,4872.342,4230.0356,4342.707,4405.7915,4520.088,4584.6455
1735.861,1738.4371,1738.207,1739.6508,1748.2562,1751.5308,1746.8301,1739.8866,1744.7793,1742.7933,1743.7167,1744.2859,1740.131,1739.4664
1588.4005,1590.2083,1590.1897,1591.1042,1598.5787,1601.7567,1597.5101,1591.5132,1595.9204,1594.0721,1594.912,1595.6187,1592.0936,1591.5492
2607.8376,2613.3396,2604.3977,2596.6533,2614.8638,2616.1135,2624.0159,2606.1804,2608.663,2598.072,2603.3955,2612.6416,2606.799,2616.8872
2411.8323,2415.2024,2423.5496,2428.6099,2407.405,2407.8303,2399.756,2405.2249,2395.2283,2396.212,2397.9055,2402.5842,2426.6067,2444.4653
3638.2808,3645.2893,3646.7346,3646.085,3663.0447,3678.7893,3683.608,3693.5293,3672.06,3682.732,3684.0938,3671.1018,3663.2004,3680.4685
7142.37,7171.1846,7181.1978,7152.1587,7186.5225,7185.6357,7187.566,7229.413,7175.203,7166.0894,7221.494,7191.623,7207.92,6950.453
5758.3896,5746.6807,5767.947,5743.6694,5789.549,5779.8843,5781.397,5762.826,5764.0034,5746.8154,5783.1924,5781.576,5779.5156,5728.834
7880.0625,7930.0967,7930.589,7987.718,8170.5493,8318.016,8282.721,8611.32,8284.631,8397.603,8370.53,8121.218,8086.5303,8277.837
3073.2668,3081.3152,3080.5913,3073.9348,3076.394,3075.5876,3076.6316,3074.9473,3074.3762,3074.439,3076.8674,3075.3042,3077.9036,3076.7886
4005.1719,4014.4133,4010.4954,4007.5432,4018.2566,4009.4492,4000.622,4062.7278,4025.8499,4014.1626,4034.4604,4029.6863,4031.1816,4117.0757
9530.66,9525.585,9523.856,9527.339,9523.232,9526.94,9517.828,9527.636,9526.428,9524.487,9519.89,9526.315,9526.405,9542.812
2686.3376,2677.5486,2682.5674,2674.9644,2686.4612,2716.894,2683.5356,2675.2595,2671.7708,2670.835,2697.712,2708.063,2685.2646,2673.126
10863.478,10899.406,10898.607,10894.199,10905.13,10725.255,10890.089,10882.222,10859.867,10849.373,10846.886,10835.606,10840.362,10843.324
2674.666,2665.739,2671.1958,2663.5664,2674.4563,2706.5479,2672.684,2663.8643,2660.6704,2659.1902,2686.7827,2696.8315,2673.9006,2661.6824
