V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
37485.688,37581.668,37691.418,37687.137,37715.164,37734.547,37692.5,37754.312,37704.977,37736.805,37725.516,37674.86,37643.94
3736.5842,3743.7554,3767.296,3762.8264,3766.7507,3766.0881,3760.733,3769.3271,3762.4297,3766.5808,3768.8232,3762.784,3757.749
9576.569,9520.0205,9510.152,9480.228,9514.539,9514.54,9506.248,9529.292,9501.978,9521.895,9507.357,9543.417,9525.147
2279.0752,2329.879,2333.9255,2329.3027,2324.5608,2316.97,2345.2266,2365.4482,2452.875,2413.6172,2424.226,2362.0386,2336.5286
1827.9689,1885.6761,2235.4702,2122.7776,2169.39,2101.048,1773.5916,1851.8184,1667.5708,1679.7394,1684.149,1661.6566,1635.4583
534.4299,535.1517,543.542,549.5414,548.3717,562.82336,567.3423,571.9907,569.1451,556.97437,557.8032,540.2143,539.1002
2803.023,2876.8892,2787.3472,2762.761,2864.7783,2915.472,2866.468,2890.3298,2781.7302,2768.8284,2743.6145,2731.5269,2668.0764
2338.957,2204.2175,2224.7754,2174.5847,2229.9607,2375.9673,2243.9644,2239.4453,2160.1594,2183.208,2160.2158,2134.475,2107.796
6441.376,6267.6426,6022.286,6006.428,5997.929,6277.577,6129.5684,6089.773,6112.4663,5996.05,5916.6006,5897.0435,5890.8354
4826.66,4796.732,4798.9316,4808.9873,4840.418,4865.2847,4908.17,4859.3677,4876.6963,4832.6685,4819.2334,4823.1025,4818.1865
398.55124,400.78992,405.5741,403.46625,402.93198,402.0005,398.87115,400.03577,400.70593,401.20416,403.005,400.8043,398.8982
1041.0631,1045.0989,1045.1777,1046.7456,1045.9004,1048.9613,1044.3503,1041.8762,1040.3485,1037.8698,1036.1184,1031.5841,1033.6396
2215.8264,2177.6997,2151.3467,2148.268,2155.8723,2155.2803,2154.7732,2152.23,2153.328,2150.722,2153.3223,2161.1848,2162.8345
2210.3367,2168.684,2155.9263,2151.393,2161.0315,2160.3328,2161.701,2161.9817,2160.802,2159.5674,2160.076,2166.816,2161.0188
3563.018,3213.5151,3132.5825,3125.279,3182.0369,3195.2434,3214.1072,3173.2996,3165.5715,3148.622,3136.4968,3150.6218,3147.8745
3563.018,3213.5151,3132.5825,3125.279,3182.0369,3195.2434,3214.1072,3173.2996,3165.5715,3148.622,3136.4968,3150.6218,3147.8745
11863.977,11846.122,11855.371,11875.677,11924.441,11975.493,12022.91,12004.226,12027.723,11976.272,11923.824,11957.022,11911.789
4436.5127,4442.05,4451.439,4452.408,4439.1333,4433.209,4421.8955,4433.6665,4422.8237,4436.265,4449.8564,4446.3975,4449.782
2819.2922,2818.9404,2873.6252,2858.3123,2905.943,2927.8,2867.5254,2863.5237,3102.519,3159.9236,2932.6172,2931.1592,2886.5852
4327.4443,4338.946,4493.442,4398.238,4481.499,4628.9966,4599.205,4803.0947,4698.8647,4799.438,4554.103,4490.3887,4336.422
2019.3486,2009.1726,2026.2349,1991.3428,2012.658,1994.7032,1979.7632,1996.6953,1974.2156,1993.1382,1981.1978,1992.3907,1963.2491
3401.6794,3401.6926,3382.356,3533.3315,3545.5078,3852.4583,3992.2036,3973.6123,3941.306,3675.2349,3607.6426,3452.0293,3439.9368
780.8042,800.43744,814.33594,866.3643,899.15,910.89716,922.97345,933.66797,931.5672,911.6433,844.34875,854.3158,801.86194
6355.519,6312.928,6302.651,6366.4385,6418.7524,6437.1367,6327.217,6300.5796,6617.8228,6552.843,6313.279,6340.167,6265.193
1078.0266,1053.1053,1045.5103,1024.0702,1038.9843,1016.99963,993.7404,984.2176,973.7075,967.7411,962.45264,973.0364,966.99036
2915.4373,2906.4614,2915.2654,2917.0703,2911.6746,2911.631,2902.442,2901.5088,2902.7117,2911.093,2904.1887,2934.2527,2904.5493
2011.3794,2043.3762,2097.1614,1992.486,1996.1129,2021.6924,1994.5637,2057.0745,2061.0398,2102.5696,2063.0374,2035.7493,2013.6536
3894.416,2861.659,2839.4578,2727.793,2817.483,2937.9011,3126.3403,3260.0513,2963.0674,3064.9822,2850.0715,2853.453,2768.228
640.23224,638.2245,632.79724,631.9969,624.78125,631.3967,640.5823,650.3498,659.10956,647.0855,642.81555,624.2618,618.47156
3554.2397,3563.9626,3553.1416,3641.0742,3641.215,3769.134,3801.342,3842.8752,3761.4558,3668.78,3670.2249,3616.356,3600.2478
830.3754,824.0142,856.20844,844.48016,803.8282,817.066,769.5049,739.549,719.87866,717.22437,716.2379,700.1555,712.7379
3725.974,3661.036,3642.0132,3655.8677,3670.481,3687.9204,3657.2869,3760.9263,3675.181,3732.3066,3636.5815,3683.8384,3622.916
1488.0088,1497.8475,1556.5762,1582.2513,1582.9042,1557.8392,1510.71,1515.3481,1508.5957,1492.8047,1480.4604,1467.5648,1453.8856
1120.7715,1108.6891,1115.1477,1109.8264,1097.6384,1108.1074,1092.5974,1087.3467,1085.3074,1084.2089,1082.2999,1077.1378,1071.7931
1110.021,1121.0304,1110.0168,1089.7434,1102.231,1100.3568,1090.9502,1093.3179,1096.4061,1101.4236,1099.0812,1099.6658,1091.1119
14926.463,15095.052,15533.203,16226.982,15371.502,15826.366,15838.619,15087.917,15072.806,14688.574,14945.844,13892.318,14756.623
2898.9075,2887.5166,2878.4912,2871.4343,2865.75,2863.626,2859.0881,2866.5593,2866.136,2868.6926,2865.748,2856.6858,2851.3308
