V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2001.5072,2011.7809,1996.8827,1997.0294,1995.8506,2009.3737,2011.9347,2013.8081,2015.3455,2015.3931,2016.301,2012.821,2011.602,2018.9923
2991.2598,2992.563,2999.5107,3013.7695,3022.7092,3044.564,3033.3286,3047.5881,3042.7031,3047.1086,3046.2363,3041.8508,3029.4163,3036.959
1101.586,1099.5735,1098.9806,1147.0702,1132.458,1157.3408,1156.4478,1164.678,1165.102,1164.8671,1148.0804,1127.0048,1117.6853,1152.2043
1165.4675,1164.6478,1141.4877,1169.7635,1173.6573,1169.2958,1201.3698,1237.1852,1385.0975,1418.5428,1425.0117,1434.353,1408.8488,1478.4244
5763.2407,5793.963,5714.844,5705.137,5705.174,5713.7593,5707.1104,5723.571,5726.8467,5716.855,5719.885,5716.3477,5775.159,5815.862
3059.0864,3047.6145,3010.9204,2959.7095,2982.4578,2990.3613,3022.4824,3042.4988,3053.885,3065.6726,3092.4114,3169.8076,3189.6755,3220.4973
4366.206,4240.631,4190.151,4193.2046,4143.8657,4168.708,4121.51,4123.2393,4079.4248,3927.3125,4035.7864,3832.4673,3968.08,4041.2578
1700.3403,1710.4254,1689.5538,1689.058,1687.7994,1690.8657,1691.5181,1693.8286,1698.6443,1709.9966,1719.9296,1723.0022,1732.1578,1740.5023
1557.5712,1565.7524,1548.4424,1548.0189,1546.9021,1549.702,1550.5679,1552.5292,1556.7377,1567.2334,1575.7347,1578.7069,1586.4344,1593.635
2580.1326,2583.5103,2541.568,2535.732,2526.7214,2523.237,2538.3855,2539.4353,2541.2634,2541.8748,2549.34,2543.5305,2554.7224,2583.5613
2415.8699,2407.6523,2405.5107,2399.5256,2397.9338,2392.4124,2397.5396,2394.6282,2397.046,2404.0144,2404.687,2406.2751,2407.1562,2409.2444
3590.9714,3600.9578,3569.0813,3527.6836,3522.1765,3525.1548,3522.5083,3524.1116,3523.0747,3521.8691,3523.093,3514.6804,3520.737,3522.8167
7026.327,7056.0737,6989.305,7011.0776,6954.3086,7000.852,6988.357,6966.439,6916.134,6877.4683,6874.955,6853.3984,6847.742,6871.991
5519.8735,5573.196,5462.122,5468.103,5470.0337,5507.001,5490.0312,5628.8496,5603.0,5595.339,5621.341,5553.99,5715.7427,5764.835
6687.346,6938.014,6024.9873,5624.689,5615.0347,5686.424,5582.9805,5628.543,5634.734,5606.8555,5608.6025,5596.0195,5641.8545,6038.837
3074.4158,3072.517,3071.6672,3074.5247,3073.824,3074.5317,3073.8052,3074.455,3073.9011,3072.2488,3069.4666,3073.117,3072.6973,3074.4277
3946.7144,3960.2012,3936.095,3938.296,3908.8147,3913.8079,3897.8433,3893.1616,3894.0261,3888.3015,3888.9949,3878.8052,3884.6252,3894.0576
