V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2008.0071,2000.6136,2001.1703,2001.6897,2003.3829,1997.0001,2004.1953,1998.4044,2010.5844,2013.8643,2014.1464,2013.2026,2011.7294,2009.3362
2979.3994,2989.4282,3005.8389,2987.991,3016.8645,3018.448,3030.1045,3025.0332,3035.1494,3034.121,3035.0266,3031.395,3025.2854,3010.3613
1102.5875,1106.7561,1114.2638,1091.2074,1137.3942,1130.2874,1150.382,1134.7666,1161.9071,1162.0023,1164.5232,1161.4241,1150.6388,1127.4136
1178.6207,1152.9152,1171.3496,1110.8983,1174.8326,1179.1797,1205.4369,1285.2463,1351.984,1355.3258,1378.0575,1386.0826,1375.717,1361.3386
5768.2974,5744.5933,5731.856,5754.799,5728.519,5706.1685,5710.585,5703.068,5733.939,5763.0625,5771.8745,5776.1626,5771.9575,5760.636
3053.8477,3000.0269,2964.9712,3058.2332,2976.8467,2997.0217,3004.9543,3058.074,3062.5737,3094.7268,3093.3237,3126.1777,3151.5847,3173.3203
4429.8584,4459.1523,4229.627,4417.074,4252.0166,4198.6567,4214.953,4040.5593,4097.1763,4078.8323,3922.7158,4073.2583,4055.706,4065.819
1708.7958,1693.92,1691.4957,1698.7202,1691.4763,1689.217,1689.8583,1691.1912,1704.1631,1714.0125,1716.0464,1717.3657,1717.1798,1715.2877
1565.1836,1552.1571,1550.2494,1556.275,1550.1615,1548.2542,1548.8805,1550.2595,1561.4781,1570.0461,1571.8928,1573.063,1572.9244,1571.3203
2579.7378,2553.1707,2546.2622,2567.0774,2542.353,2543.7507,2524.6436,2530.5117,2543.7532,2548.3257,2549.2625,2561.6477,2570.6333,2555.745
2414.6206,2409.4163,2405.7192,2414.6797,2395.4856,2399.2083,2389.4907,2396.9814,2391.6033,2388.3274,2392.4592,2403.7708,2414.5251,2421.0176
3574.6768,3560.2312,3557.0144,3569.4082,3545.736,3533.2551,3521.3733,3502.0576,3526.2764,3531.829,3531.0,3538.1182,3541.9104,3523.5742
7003.476,6974.6216,6983.1143,6983.709,6966.1855,6927.5396,6894.4517,6860.3857,6938.0425,6944.522,6951.0703,6925.733,6918.1763,6804.227
5558.136,5523.33,5491.231,5516.703,5505.4795,5468.468,5509.869,5469.691,5566.5073,5618.8,5632.7544,5644.87,5624.2134,5603.0903
6408.5283,6229.159,6060.578,6271.3984,5892.861,5661.317,5681.138,5544.525,5745.9243,5979.9365,5980.2964,6135.6987,6165.6973,6059.0044
3074.8054,3082.1921,3075.3896,3073.477,3074.539,3073.7715,3074.4622,3072.371,3074.908,3075.265,3076.858,3076.214,3080.0557,3078.2979
3943.168,3933.3052,3931.5452,3936.9062,3923.439,3897.4111,3894.6594,3890.64,3891.923,3898.172,3911.9226,3908.2632,3907.7588,3888.8425
9540.685,9525.553,9527.206,9525.58,9521.799,9523.743,9508.616,9527.956,9522.006,9522.637,9519.465,9524.634,9525.412,9534.482
2590.0981,2533.4668,2534.8909,2556.999,2533.174,2500.3071,2523.0383,2520.565,2579.3645,2615.3481,2624.226,2625.0845,2616.0718,2604.967
10887.814,10956.999,10960.965,10949.005,10949.613,10956.359,10944.961,10923.263,10892.911,10836.445,10818.297,10802.173,10809.731,10806.6045
2578.0276,2521.4163,2522.949,2544.3413,2521.5771,2489.28,2512.0742,2508.9678,2569.142,2604.223,2613.0168,2613.664,2604.6697,2593.3223
2809.3213,2727.9895,2708.1653,2764.0117,2745.279,2744.742,2752.9165,2760.9233,2840.4106,2876.4097,2872.114,2872.202,2865.152,2861.7434
1898.4976,1871.3832,1875.5066,1889.5127,1883.8585,1899.8694,1901.7324,1909.7849,1937.3018,1948.2362,1942.0115,1939.6696,1940.5197,1941.5632
2510.676,2434.7322,2419.7544,2470.605,2454.9143,2456.2346,2463.621,2471.6611,2542.3274,2574.073,2570.2727,2570.2434,2563.967,2561.152
1573.7522,1549.4723,1553.246,1561.2411,1567.0264,1574.476,1577.8357,1585.5853,1608.7997,1615.4314,1612.2825,1610.5782,1608.3657,1608.5012
2333.966,2275.5957,2266.5278,2292.258,2287.4895,2280.7449,2291.7947,2293.0857,2366.832,2393.9478,2391.1526,2389.6855,2381.849,2377.608
1696.6748,1673.9834,1677.4651,1688.2666,1684.6998,1700.0524,1701.7843,1709.4984,1733.4822,1743.2917,1737.6732,1735.5881,1736.4705,1737.4794
420.4096,424.27267,421.63315,441.20682,415.56778,418.97235,408.6217,424.3636,400.12772,396.9557,394.4079,394.343,402.2291,412.00842
6271.6865,6212.383,6190.3247,6247.6484,6177.3203,6124.876,6146.1387,6169.8765,6187.6665,6235.0884,6260.055,6309.1304,6311.9497,6315.6294
604.186,609.74054,605.9459,634.0754,597.2289,602.1219,587.2457,609.86884,575.03876,570.4792,566.8181,566.7242,578.05896,592.112
2076.136,2048.1797,2056.5234,2078.522,2049.0437,2046.2887,2037.075,2037.0492,2016.0209,2009.619,2009.3876,2005.6779,2011.9084,2008.9385
1883.0046,1857.6244,1865.2095,1885.153,1858.4108,1855.909,1847.546,1847.5223,1828.435,1822.6222,1822.4072,1819.0472,1824.6986,1821.9856
6678.7637,6658.7124,6676.8423,6672.2446,6662.876,6665.592,6618.3003,6586.088,6606.761,6566.039,6582.9253,6531.3438,6525.0254,6490.1074
2202.4792,2178.0967,2177.718,2182.1912,2193.7998,2189.012,2225.8716,2198.0808,2271.4707,2288.669,2282.3928,2277.173,2264.335,2260.6519
1639.7992,1649.7852,1649.605,1661.2751,1631.6135,1645.6378,1624.304,1647.2804,1632.1359,1620.6125,1621.7048,1614.6023,1638.0365,1645.5493
3766.221,3759.6538,3763.2673,3781.2595,3759.5166,3758.3481,3755.0525,3750.8823,3731.6807,3721.5723,3717.387,3716.673,3719.1328,3727.0835
2481.7234,2464.85,2476.9976,2471.2634,2481.3345,2477.2188,2478.947,2492.6758,2494.4888,2524.3726,2528.6665,2532.449,2528.4556,2509.7817
2300.271,2295.6243,2305.8923,2300.4517,2313.309,2323.9482,2326.3855,2345.1614,2368.8103,2390.5547,2384.461,2373.9158,2375.5527,2372.4377
2303.032,2260.9653,2244.4246,2291.0312,2179.1448,2165.539,2117.672,2063.5903,2070.2207,2062.4705,2075.037,2119.674,2140.5999,2096.8655
3770.585,3755.6287,3740.645,3763.413,3713.3816,3682.3435,3688.6963,3692.699,3697.0535,3719.3513,3751.9778,3749.5803,3768.4978,3741.5232
6071.926,5975.545,5839.4663,6063.471,5725.9355,5771.1523,5533.86,5498.2974,5537.925,5535.1694,5455.339,5464.3955,5668.32,5773.338
6955.784,6936.917,6922.692,6922.9746,6942.8843,6899.014,6954.555,6946.4077,7021.762,7143.558,7163.1387,7168.6934,7152.1416,7132.608
1126.7634,1130.2806,1127.9242,1122.8755,1130.027,1127.4529,1131.8778,1128.2565,1134.5905,1138.7839,1142.2699,1142.7789,1140.3989,1138.7172
8618.768,8612.483,8643.917,8669.32,8645.42,8689.095,8664.259,8693.238,8667.763,8619.262,8615.5,8605.8125,8635.985,8659.635
1117.184,1114.9283,1115.5431,1115.3726,1116.9619,1115.9236,1117.2311,1114.3256,1118.012,1118.7114,1118.6224,1118.5376,1116.9972,1114.3776
